ECC DDR5, 128, 37, 1140, memory.net 128GB DDR5-4800 PC5-38400R ECC RDIMM
ECC DDR5, 128, 37, 1220, memory.net 128GB DDR5-4800 PC5-38400R ECC RDIMM
ECC DDR5, 96, 43, 440, memory.net 96GB DDR5-5600 PC5-44800R ECC RDIMM
ECC DDR5, 96, 37, 440, memory.net 96GB DDR5-4800 PC5-38400R ECC RDIMM
ECC DDR5, 64, 43, 254, memory.net 64GB DDR5-5600 PC5-44800R ECC RDIMM
ECC DDR5, 64, 37, 244, memory.net 64GB DDR5-4800 PC5-38400R ECC RDIMM
ECC DDR5, 48, 37, 238, memory.net 48GB DDR5-4800 PC5-38400R ECC RDIMM
ECC DDR5, 32, 43, 148, memory.net 32GB DDR5-5600 PC5-44800R ECC RDIMM
ECC DDR5, 32, 43, 144, memory.net 32GB DDR5-5600 PC5-44800R ECC RDIMM
ECC DDR5, 32, 37, 144, memory.net 32GB DDR5-4800 PC5-38400R ECC RDIMM
ECC DDR5, 32, 37, 128, memory.net 32GB DDR5-4800 PC5-38400R ECC RDIMM
ECC DDR5, 32, 37, 132, memory.net 32GB DDR5-4800 PC5-38400E ECC UDIMM
ECC DDR5, 32, 37, 128, memory.net 32GB DDR5-4800 PC5-38400S ECC SODIMM
ECC DDR5, 16, 43, 92, memory.net 16GB DDR5-5600 PC5-44800R ECC RDIMM
ECC DDR5, 16, 37, 84, memory.net 16GB DDR5-4800 PC5-38400R ECC RDIMM
ECC DDR5, 16, 37, 88, memory.net 16GB DDR5-4800 PC5-38400E ECC UDIMM
ECC DDR5, 16, 37, 78, memory.net 16GB DDR5-4800 PC5-38400S ECC SODIMM
ECC DDR4, 256, 25, 1400, memory.net 256GB DDR4-3200 PC4-25600L ECC LRDIMM
ECC DDR4, 128, 25, 628, memory.net 128GB DDR4-3200 PC4-25600L ECC LRDIMM
ECC DDR4, 128, 25, 638, memory.net 128GB DDR4-3200 PC4-25600R ECC RDIMM
ECC DDR4, 128, 22, 548, memory.net 128GB DDR4-2933 PC4-23466U-L ECC LRDIMM
ECC DDR4, 128, 22, 480, memory.net 128GB DDR4-2933 PC4-23466U-R ECC RDIMM
ECC DDR4, 128, 22, 638, memory.net 128GB DDR4-2933 PC4-23466U-L ECC LRDIMM
ECC DDR4, 128, 20, 488, memory.net 128GB DDR4-2666 PC4-21300V-L ECC LRDIMM
ECC DDR4, 128, 20, 508, memory.net 128GB DDR4-2666 PC4-21300V-R ECC RDIMM
ECC DDR4, 128, 18, 524, memory.net 128GB DDR4-2400 PC4-19200T-L ECC LRDIMM
ECC DDR4, 128, 18, 508, memory.net 128GB DDR4-2400 PC4-19200T-R ECC RDIMM
ECC DDR4, 64, 25, 208, memory.net 64GB DDR4-3200 PC4-25600L ECC LRDIMM
ECC DDR4, 64, 25, 148, memory.net 64GB DDR4-3200 PC4-25600R ECC RDIMM
ECC DDR4, 64, 22, 148, memory.net 64GB DDR4-2933 PC4-23466U-L ECC LRDIMM
ECC DDR4, 64, 22, 148, memory.net 64GB DDR4-2933 PC4-23466U-R ECC RDIMM
ECC DDR4, 64, 20, 84, memory.net 64GB DDR4-2666 PC4-21300V-L ECC LRDIMM
ECC DDR4, 64, 20, 148, memory.net 64GB DDR4-2666 PC4-21300V-R ECC RDIMM
ECC DDR4, 64, 20, 138, memory.net 64GB DDR4-2666 PC4-21300V-R ECC RDIMM
ECC DDR4, 64, 18, 82, memory.net 64GB DDR4-2400 PC4-19200T-L ECC LRDIMM
ECC DDR4, 64, 18, 128, memory.net 64GB DDR4-2400 PC4-19200T-R ECC RDIMM
ECC DDR4, 64, 16, 72, memory.net 64GB DDR4-2133 PC4-17000P-L ECC LRDIMM
ECC DDR4, 64, 16, 168, memory.net 64GB DDR4-2133 PC4-17000P-R ECC RDIMM
ECC DDR4, 64, 16, 228, memory.net 64GB DDR4-2133 PC4-17000P-R ECC RDIMM
ECC DDR4, 32, 25, 78, memory.net 32GB DDR4-3200 PC4-25600R ECC RDIMM
ECC DDR4, 32, 25, 84, memory.net 32GB DDR4-3200 PC4-25600R ECC RDIMM
ECC DDR4, 32, 25, 88, memory.net 32GB DDR4-3200 PC4-25600E ECC UDIMM
ECC DDR4, 32, 25, 88, memory.net 32GB DDR4-3200 PC4-25600S ECC SODIMM
ECC DDR4, 32, 25, 84, memory.net 32GB DDR4-3200 PC4-25600R ECC RDIMM
ECC DDR4, 32, 22, 68, memory.net 32GB DDR4-2933 PC4-23466U-R ECC RDIMM
ECC DDR4, 32, 22, 88, memory.net 32GB DDR4-2933 PC4-23466U-E ECC UDIMM
ECC DDR4, 32, 22, 88, memory.net 32GB DDR4-2933 PC4-23466U-S ECC SODIMM
ECC DDR4, 32, 22, 78, memory.net 32GB DDR4-2933 PC4-23466U-R ECC RDIMM
ECC DDR4, 32, 20, 48, memory.net 32GB DDR4-2666 PC4-21300V-R ECC RDIMM
ECC DDR4, 32, 20, 108, memory.net 32GB DDR4-2666 PC4-21300V-L ECC LRDIMM
ECC DDR4, 32, 20, 104, memory.net 32GB DDR4-2666 PC4-21300V-E ECC UDIMM
ECC DDR4, 32, 20, 88, memory.net 32GB DDR4-2666 PC4-21300V-S ECC SODIMM
ECC DDR4, 32, 18, 42, memory.net 32GB DDR4-2400 PC4-19200T-R ECC RDIMM
ECC DDR4, 32, 18, 48, memory.net 32GB DDR4-2400 PC4-19200T-L ECC LRDIMM
ECC DDR4, 32, 18, 48, memory.net 32GB DDR4-2400 PC4-19200T-L ECC LRDIMM
ECC DDR4, 32, 16, 40, memory.net 32GB DDR4-2133 PC4-17000P-R ECC RDIMM
ECC DDR4, 32, 16, 38, memory.net 32GB DDR4-2133 PC4-17000P-L ECC LRDIMM
ECC DDR4, 32, 16, 98, memory.net 32GB DDR4-2133 PC4-17000P-R ECC RDIMM
ECC DDR4, 16, 25, 54, memory.net 16GB DDR4-3200 PC4-25600R ECC RDIMM
ECC DDR4, 16, 25, 48, memory.net 16GB DDR4-3200 PC4-25600R ECC RDIMM
ECC DDR4, 16, 25, 52, memory.net 16GB DDR4-3200 PC4-25600E ECC UDIMM
ECC DDR4, 16, 25, 88, memory.net 16GB DDR4-3200 PC4-25600S ECC SODIMM
ECC DDR4, 16, 25, 78, memory.net 16GB DDR4-3200 PC4-25600R ECC RDIMM
ECC DDR4, 16, 25, 68, memory.net 16GB DDR4-3200 PC4-25600S ECC SODIMM
ECC DDR4, 16, 25, 64, memory.net 16GB DDR4-3200 PC4-25600E ECC UDIMM
ECC DDR4, 16, 22, 38, memory.net 16GB DDR4-2933 PC4-23466U-R ECC RDIMM
ECC DDR4, 16, 22, 44, memory.net 16GB DDR4-2933 PC4-23466U-R ECC RDIMM
ECC DDR4, 16, 22, 52, memory.net 16GB DDR4-2933 PC4-23466U-E ECC UDIMM
ECC DDR4, 16, 22, 88, memory.net 16GB DDR4-2933 PC4-23466U-S ECC SODIMM
ECC DDR4, 16, 20, 34, memory.net 16GB DDR4-2666 PC4-21300V-R ECC RDIMM
ECC DDR4, 16, 20, 34, memory.net 16GB DDR4-2666 PC4-21300V-R ECC RDIMM
ECC DDR4, 16, 20, 32, memory.net 16GB DDR4-2666 PC4-21300V-R ECC RDIMM
ECC DDR4, 16, 20, 52, memory.net 16GB DDR4-2666 PC4-21300V-E ECC UDIMM
ECC DDR4, 16, 20, 34, memory.net 16GB DDR4-2666 PC4-21300V-R ECC RDIMM
ECC DDR4, 16, 20, 94, memory.net 16GB DDR4-2666 PC4-21300V-S ECC SODIMM
ECC DDR4, 16, 18, 28, memory.net 16GB DDR4-2400 PC4-19200T-R ECC RDIMM
ECC DDR4, 16, 18, 34, memory.net 16GB DDR4-2400 PC4-19200T-R ECC RDIMM
ECC DDR4, 16, 18, 28, memory.net 16GB DDR4-2400 PC4-19200T-R ECC RDIMM
ECC DDR4, 16, 18, 58, memory.net 16GB DDR4-2400 PC4-19200T-E ECC UDIMM
ECC DDR4, 16, 18, 88, memory.net 16GB DDR4-2400 PC4-19200T-S ECC SODIMM
ECC DDR4, 16, 16, 24, memory.net 16GB DDR4-2133 PC4-17000P-R ECC RDIMM
ECC DDR4, 16, 16, 58, memory.net 16GB DDR4-2133 PC4-17000P-E ECC UDIMM
ECC DDR4, 16, 16, 189, memory.net 16GB DDR4-2133 PC4-17000P-L ECC LRDIMM
ECC DDR4, 16, 16, 88, memory.net 16GB DDR4-2133 PC4-17000P-S ECC SODIMM
ECC DDR4, 8, 25, 34, memory.net 8GB DDR4-3200 PC4-25600R ECC RDIMM
ECC DDR4, 8, 25, 34, memory.net 8GB DDR4-3200 PC4-25600E ECC UDIMM
ECC DDR4, 8, 22, 28, memory.net 8GB DDR4-2933 PC4-23466U-R ECC RDIMM
ECC DDR4, 8, 22, 48, memory.net 8GB DDR4-2933 PC4-23466U-E ECC UDIMM
ECC DDR4, 8, 20, 28, memory.net 8GB DDR4-2666 PC4-21300V-R ECC RDIMM
ECC DDR4, 8, 20, 48, memory.net 8GB DDR4-2666 PC4-21300V-E ECC UDIMM
ECC DDR4, 8, 20, 34, memory.net 8GB DDR4-2666 PC4-21300V-R ECC RDIMM
ECC DDR4, 8, 18, 24, memory.net 8GB DDR4-2400 PC4-19200T-R ECC RDIMM
ECC DDR4, 8, 18, 32, memory.net 8GB DDR4-2400 PC4-19200T-R ECC RDIMM
ECC DDR4, 8, 18, 28, memory.net 8GB DDR4-2400 PC4-19200T-E ECC UDIMM
ECC DDR4, 8, 18, 58, memory.net 8GB DDR4-2400 PC4-19200T-S ECC SODIMM
ECC DDR4, 8, 18, 48, memory.net 8GB DDR4-2400 PC4-19200T-S ECC SODIMM
ECC DDR4, 8, 16, 18, memory.net 8GB DDR4-2133 PC4-17000P-R ECC RDIMM
ECC DDR4, 8, 16, 20, memory.net 8GB DDR4-2133 PC4-17000P-R ECC RDIMM
ECC DDR4, 8, 16, 44, memory.net 8GB DDR4-2133 PC4-17000P-E ECC UDIMM
ECC DDR4, 8, 16, 34, memory.net 8GB DDR4-2133 PC4-17000P-E ECC UDIMM
ECC DDR4, 4, 18, 14, memory.net 4GB DDR4-2400 PC4-19200T-R ECC RDIMM
ECC DDR4, 4, 16, 14, memory.net 4GB DDR4-2133 PC4-17000P-R ECC RDIMM
ECC DDR3, 64, 10, 68, memory.net 64GB DDR3-1333 PC3L-10600L ECC LRDIMM
ECC DDR3, 32, 14, 34, memory.net 32GB DDR3-1866 PC3-14900L ECC LRDIMM
ECC DDR3, 32, 12, 34, memory.net 32GB DDR3-1600 PC3L-12800L ECC LRDIMM
ECC DDR3, 32, 10, 38, memory.net 32GB DDR3-1333 PC3L-10600R ECC RDIMM
ECC DDR3, 32, 10, 28, memory.net 32GB DDR3-1333 PC3L-10600L ECC LRDIMM
ECC DDR3, 32, 10, 64, memory.net 32GB DDR3-1333 PC3-10600R ECC RDIMM
ECC DDR3, 32, 8, 38, memory.net 32GB DDR3-1066 PC3L-8500R ECC RDIMM
ECC DDR3, 32, 8, 54, memory.net 32GB DDR3-1066 PC3-8500R ECC RDIMM
ECC DDR3, 16, 14, 20, memory.net 16GB DDR3-1866 PC3-14900R ECC RDIMM
ECC DDR3, 16, 12, 20, memory.net 16GB DDR3-1600 PC3-12800R ECC RDIMM
ECC DDR3, 16, 12, 20, memory.net 16GB DDR3-1600 PC3L-12800R ECC RDIMM
ECC DDR3, 16, 10, 20, memory.net 16GB DDR3-1333 PC3L-10600R ECC RDIMM
ECC DDR3, 16, 10, 18, memory.net 16GB DDR3-1333 PC3-10600R ECC RDIMM
ECC DDR3, 16, 8, 24, memory.net 16GB DDR3-1066 PC3-8500R ECC RDIMM
ECC DDR3, 16, 8, 24, memory.net 16GB DDR3-1066 PC3L-8500R ECC RDIMM
ECC DDR3, 8, 14, 22, memory.net 8GB DDR3-1866 PC3-14900R ECC RDIMM
ECC DDR3, 8, 14, 24, memory.net 8GB DDR3-1866 PC3-14900R ECC RDIMM
ECC DDR3, 8, 14, 54, memory.net 8GB DDR3-1866 PC3-14900E ECC UDIMM
ECC DDR3, 8, 14, 28, memory.net 8GB DDR3-1866 PC3-14900R ECC RDIMM
ECC DDR3, 8, 14, 38, memory.net 8GB DDR3-1866 PC3-14900R ECC RDIMM
ECC DDR3, 8, 12, 32, memory.net 8GB DDR3-1600 PC3L-12800E ECC UDIMM
ECC DDR3, 8, 12, 20, memory.net 8GB DDR3-1600 PC3L-12800R ECC RDIMM
ECC DDR3, 8, 12, 42, memory.net 8GB DDR3-1600 PC3L-12800S ECC SODIMM
ECC DDR3, 8, 12, 14, memory.net 8GB DDR3-1600 PC3L-12800R ECC RDIMM
ECC DDR3, 8, 12, 44, memory.net 8GB DDR3-1600 PC3-12800E ECC UDIMM
ECC DDR3, 8, 12, 14, memory.net 8GB DDR3-1600 PC3L-12800R ECC RDIMM
ECC DDR3, 8, 12, 18, memory.net 8GB DDR3-1600 PC3-12800R ECC RDIMM
ECC DDR3, 8, 12, 14, memory.net 8GB DDR3-1600 PC3-12800R ECC RDIMM
ECC DDR3, 8, 12, 20, memory.net 8GB DDR3-1600 PC3-12800R ECC RDIMM
ECC DDR3, 8, 10, 44, memory.net 8GB DDR3-1333 PC3-10600E ECC UDIMM
ECC DDR3, 8, 10, 10, memory.net 8GB DDR3-1333 PC3-10600R ECC RDIMM
ECC DDR3, 8, 10, 10, memory.net 8GB DDR3-1333 PC3L-10600R ECC RDIMM
ECC DDR3, 8, 10, 54, memory.net 8GB DDR3-1333 PC3L-10600E ECC UDIMM
ECC DDR3, 8, 8, 34, memory.net 8GB DDR3-1066 PC3L-8500R ECC RDIMM
ECC DDR3, 8, 8, 54, memory.net 8GB DDR3-1066 PC3-8500R ECC RDIMM
ECC DDR3, 4, 14, 28, memory.net 4GB DDR3-1866 PC3-14900E ECC UDIMM
ECC DDR3, 4, 14, 32, memory.net 4GB DDR3-1866 PC3-14900E ECC UDIMM
ECC DDR3, 4, 12, 24, memory.net 4GB DDR3-1600 PC3-12800E ECC UDIMM
ECC DDR3, 4, 12, 12, memory.net 4GB DDR3-1600 PC3-12800R ECC RDIMM
ECC DDR3, 4, 12, 12, memory.net 4GB DDR3-1600 PC3L-12800R ECC RDIMM
ECC DDR3, 4, 12, 24, memory.net 4GB DDR3-1600 PC3L-12800E ECC UDIMM
ECC DDR3, 4, 12, 34, memory.net 4GB DDR3-1600 PC3L-12800R ECC RDIMM
ECC DDR3, 4, 12, 28, memory.net 4GB DDR3-1600 PC3L-12800E ECC UDIMM
ECC DDR3, 4, 12, 28, memory.net 4GB DDR3-1600 PC3L-12800S ECC SODIMM
ECC DDR3, 4, 12, 28, memory.net 4GB DDR3-1600 PC3-12800E ECC UDIMM
ECC DDR3, 4, 10, 18, memory.net 4GB DDR3-1333 PC3L-10600R ECC RDIMM
ECC DDR3, 4, 10, 18, memory.net 4GB DDR3-1333 PC3L-10600E ECC UDIMM
ECC DDR3, 4, 10, 18, memory.net 4GB DDR3-1333 PC3-10600E ECC UDIMM
ECC DDR3, 4, 10, 14, memory.net 4GB DDR3-1333 PC3-10600R ECC RDIMM
ECC DDR3, 4, 10, 12, memory.net 4GB DDR3-1333 PC3L-10600R ECC RDIMM
ECC DDR3, 4, 10, 14, memory.net 4GB DDR3-1333 PC3-10600R ECC RDIMM
ECC DDR3, 4, 10, 14, memory.net 4GB DDR3-1333 PC3L-10600R ECC RDIMM
ECC DDR3, 4, 10, 14, memory.net 4GB DDR3-1333 PC3-10600R ECC RDIMM
ECC DDR3, 4, 8, 12, memory.net 4GB DDR3-1066 PC3-8500R ECC RDIMM
ECC DDR3, 2, 10, 10, memory.net 2GB DDR3-1333 PC3-10600R ECC RDIMM